availability,brand,condition,description,google_product_category,id,image_link,link,price,title
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_823_31_Thumbnail.jpg 31 ",new,"Driving through the Southwest on Halloween night, Charly (Sheri Moon Zombie) and her carny crew are attacked and brought to a factory where evil aristocrat Malcolm McDowell announces they��ll be hunted by a series of killer clowns, including the unstoppable Doom-Head (brilliant bad guy Richard Brake, aka the Night King on ���Game of Thrones��). The deathmatch set-up has been a horror-fantasy staple from 1932's THE MOST DANGEROUS GAME to THE HUNGER GAMES, but in Rob Zombie��s blood-soaked hands, the subgenre naturally receives its most unrelentingly gruesome interpretation. A SHUDDER EXCLUSIVE.",839,823,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_823_31_Thumbnail.jpg",,"4.99 USD",31
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_TBD_31-DirectorsCommentary_thumbnail.jpg 31 Director's Commentary ",new,"Presented with audio commentary by visionary filmmaker Rob Zombie comes the horrific story of five carnival workers who are kidnapped the night before Halloween and held hostage in a large compound.��At the mercy of their captors, they are forced to play a twisted game of life or death called 31.�� For the next 12 hours they must fight for their lives against an endless parade of homicidal maniacs. **Presented with audio commentary by Zombie",839,824,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_TBD_31-DirectorsCommentary_thumbnail.jpg",,"4.99 USD","31 Director's Commentary"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_825_31-MakingOf31Pt1.jpg Making of '31' Chapter 1 ",new,"Long before the film is made, proper planning must take place. In this chapter, Rob Zombie works with his creative and technical teams, from location scouting, costume design, makeup and effects, and casting, to create the world that will soon become 31.",839,825,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_825_31-MakingOf31Pt1.jpg",,"4.99 USD","Making of '31' Chapter 1"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_826_31-MakingOf31Part2.jpg Making of '31' Chapter 2 ",new,"In days 1 and 2 of production, we meet Father Murder and his evil accomplices, Sister Dragon and Sister Serpent, as they welcome the carnies to the game of 31.",839,826,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_826_31-MakingOf31Part2.jpg",,"4.99 USD","Making of '31' Chapter 2"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_827_Inferno_thumbnail.jpg Inferno ",new,"In Dario Argento��s follow-up to SUSPIRIA, a man investigates witches who may inhabit the New York apartment building where his sister lived before she mysteriously disappeared. But after Mark begins to seek out the truth, he soon finds himself caught in a labyrinth of lies, murder and unspeakable evil. Despite the initial critical drubbing it received, INFERNO is now regarded as one of Argento��s masterpieces, thanks to its over-the-top use of color and outrageously twisted murder sequences. The opening underwater sequence is a masterclass in suspense and horror.",839,827,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_827_Inferno_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/Inferno_tlr_827_HD_2ch.mp4","4.99 USD",Inferno
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_249_Psychomania_thumbnail.jpg Psychomania ",new,"The cult classic known as the greatest British zombie biker movie ever made returns with the ultimate full-throttle restoration: Nicky Henson (THE WITCHFINDER GENERAL), Beryl Reid (THE BEAST IN THE CELLAR) and George Sanders (ALL ABOUT EVE, VILLAGE OF THE DAMNED) star in this beloved 70s mind-blower about a motorcycle gang who burst from their graves to crush a world of psychedelic hippie pleasures under the wheels of black leather occult mayhem. ",839,828,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_249_Psychomania_thumbnail.jpg",,"4.99 USD",Psychomania
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/829_TheGiantSpider_masthead.jpg The Giant Spider Invasion ",new,"Giant spiders from outer space attack a sleepy Wisconsin town in schlock king Bill Rebane��s hit 1975 throwback to ���50s creature features. A crack in a galaxy far, far away, sends a meteorite down into the backyard of a lecherous farmer. But it��s probably not worth investigating, right? (Facepalm!) Before long the farmer and other townies come face to face with beastly, bloodthirsty bugs! Rebane��s TV-star-stuffed scarefest is a deliriously deranged cross between PEYTON PLACE and TARANTULA! Make sure to seek out the famous ���MST3K"" skewering after watching.",839,829,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/829_TheGiantSpider_masthead.jpg",,"4.99 USD","The Giant Spider Invasion"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_830_CrystalLakeMemories_thumbnail.jpg Crystal Lake Memories: The Complete History of Friday the 13th ",new,"From Mrs. Voorhees to Mr. Krueger, this delectable doc offers an in depth look at each entry in the FRIDAY THE 13th series. After making his mark with the acclaimed ELM STREET saga NEVER SLEEP AGAIN, Daniel Farrands tackled the other titan of ���80s horror: Jason Voorhees, the hockey-masked maniac who slayed hundreds during his journey from Camp Crystal Lake to outer space and back again. Corey Feldman narrates, while the franchise��s core creatives and cast members offer insights sure to surprise even the most fervent FRIDAY fans. Ready? CHK-CHK-CHK-CHK! Jason��s coming...",839,830,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_830_CrystalLakeMemories_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/CrystalLakeMemories_tlr_830_HD_2ch.mp4","4.99 USD","Crystal Lake Memories: The Complete History of Friday the 13th"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_831_EchoThe_thumbnail.jpg The Echo ",new,"After being released from prison, Bobby (Jesse Bradford) moves into a new apartment and starts hearing brutal violence happening in the apartment next door. But when he investigates, he realizes his loud neighbors live in the afterlife. As Bobby tries to solve the supernatural mystery, the ghosts kill another tenant. But the police don��t believe Bobby��s stories and think he��s the killer. Can he stop the spirits from killing again before he winds up back in jail? Filipino horror director Yam Laranas (THE ROAD) directed this unnerving US remake of his hit 2004 thriller.",839,831,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_831_EchoThe_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/TheEcho_tlr_831_HD_2ch.mp4","4.99 USD","The Echo"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_832_DeadRingers_thumbnail.jpg Dead Ringers ",new,"Twin gynecologists get caught in a love triangle in David Cronenberg��s body horror masterpiece. Jeremy Irons stars as Elliot Mantle, a lothario who passes his sexual conquests on to Beverly (also Irons), his shy and sensitive brother. But when Beverly falls for his brother��s latest act of charity - an actress (Genevi��ve Bujold) with three cervixes - it throws the siblings�� relationship out of balance, sending both off on a deadly downward spiral. Loosely based on a true story, Cronenberg��s visually stunning horror tragedy is one of the greatest films of the ���80s. ",839,832,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_832_DeadRingers_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/DeadRingers_tlr_832_HD_2ch-R1.mp4","4.99 USD","Dead Ringers"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_833_BlackChristmas_thumbnail.jpg Black Christmas ",new,"During a festive Yuletide party, a group of sorority sisters receive a creepy call from someone who claims he��s going to kill them all. The girls soon realize the threats were serious, when one by one, they each fall prey to the mysterious maniac. After directing two relatively ignored horror flicks which later became cult classics (CHILDREN SHOULDN��T PLAY WITH DEAD THINGS & DEATHDREAM), a Christmas miracle made Bob Clark��s 1974 classic a hit. A huge influence on John Carpenter��s HALLOWEEN, BLACK CHRISTMAS is frequently credited with helping spawn the slasher subgenre.",839,833,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_833_BlackChristmas_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/BlackChristmas_tlr_833_HD_2ch.mp4","4.99 USD","Black Christmas"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_834_Autopsy_thumbnail.jpg Autopsy ",new,"This lurid giallo stars Mimsy Farmer (FOUR FLIES ON GREY VELVET) as a morgue worker who begins investigating a series of suicides that she comes to suspect may actually be murders. Helping her with the case is a priest who��s prone to violent outbursts. Could his short fuse be because his sister was a recent victim - or is he the man behind the crimes? The only thing certain in this fast-paced fright film is that nothing is certain. The opening suicide montage, followed by a horrific hallucination scene, sets the story off and running down a very dark path.",839,834,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_834_Autopsy_thumbnail.jpg",,"4.99 USD",Autopsy
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_835_BabaYaga_thumbnail.jpg Baba Yaga ",new,"In swinging ���70s Milan, a female photographer named Valentina falls under the spell of a witch named Baba Yaga. But if that name calls to mind a cackling crone, think again. As played by legendary sex symbol Carroll Baker (BABY DOLL), this Baba Yaga is a stylish sapphic sorceress with a taste for S&M, and she��ll stop at nothing to make Valentina her latest plaything. Based on Italian graphic novelist Guido Crepax��s kinky comix, this trippy terror tale is a must for fans of ���60s and ���70s erotic Euro-horror titles like SUCCUBUS, VAMPYROS LESBOS and L PRISONNIERE.",839,835,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_835_BabaYaga_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/BabaYaga_tlr_835_HD_2ch.mp4","4.99 USD","Baba Yaga"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_836_BlackCatThe_thumbnail.jpg The Black Cat ",new,"An evil feline causes a series of gruesome deaths in a small town. First it makes a man drive into a parked car, then it suffocates a pair of teens, and then it causes a drunk to fall to his death. But is it really the cat? And what does the medium (A CLOCKWORK ORANGE��s Patrick Magee) who looks after the feline have to do with it all? A photographer (Mimsy Farmer) and a cop try their best to solve the puzzle, but each step closer leads to terrifying danger. Watch Fulci��s eerie Poe adaptation back to back with Dario Argento��s in TWO EVIL EYES for maximum effect.",839,836,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_836_BlackCatThe_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/BlackCat_tlr_836_SD_2ch.mp4","4.99 USD","The Black Cat"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_837_AlmostHuman_thumbnail.jpg Almost Human ",new,"Two years ago when Mark was abducted by aliens, his friends couldn��t figure out what really happened to him. But when Mark returns suddenly, it coincides with a series of vicious local murders. Suspecting Mark may be responsible, his best friends Seth and Jen investigate what happened to Mark and try to stop the outer-space evil that now seems to be inside him before it heads their way. Joe Begos�� sci-fi horror debut thrilled audiences at 2013 horror festivals thanks to its�� gruesome twist on the COMMUNION-style alien abduction narrative.",839,837,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_837_AlmostHuman_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/AlmostHuman_tlr_837_HD_2ch.mp4","4.99 USD","Almost Human"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_838_TheBloodstainedShadow_thumbnail.jpg Bloodstained Shadow ",new,"In this obscure but excellent giallo from director Antonio Bido (WATCH ME WHEN I KILL), a series of murders occurs after Stefano, a priest��s brother, visits Venice. During lunch with his brother, Stefano learns of a sordid cabal led by a local mystic. Later that night, the priest sees the mystic being strangled to death, but when he runs to help the body is gone. Soon after, the members of the group start getting murdered in increasingly gruesome ways. Who��s to blame? And what��s the connection to a hazy memory of another murder back when Stefano was a young boy?",839,838,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_838_TheBloodstainedShadow_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/BloodStainedShadow_tlr_838_SD_2ch.mp4","4.99 USD","Bloodstained Shadow"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_839_CannibalMan_thumbnail.jpg Cannibal Man ",new,"After accidentally killing a man, a poor butcher named Marco embarks on a murderous frenzy to cover up the crime, killing his girlfriend who wants to tell the police and then a series of other people. Marco starts disposing of the bodies in his slaughterhouse, but it doesn��t really solve the problem, which button-pushing Spanish director Eloy de la Iglesia subtly suggests (as Pablo Larrain did in 2008��s TONY MANERO) might have something to do with life under an oppressive and violent dictatorship  - like Franco��s - which often pushes citizens to a breaking point. ",839,839,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_839_CannibalMan_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/CannibalMan_tlr_839_SD_2ch.mp4","4.99 USD","Cannibal Man"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_840_CircusOfFear_thumbnail.jpg Circus of Fear ",new,"What begins as a daring daylight armored car heist on London's Tower Bridge leads to a sinister circus where a disfigured lion tamer (Christopher Lee) is one of several suspects in a three-ring nightmare of red herrings, grisly 'accidents' and cold-blooded murder. Klaus Kinski (VENOM), Suzy Kendall (THE BIRD WITH THE CRYSTAL PLUMAGE), Margaret Lee (EUGENIE) and Leo Genn (THE BLOODY JUDGE) co-star in this gripping thriller directed by John Moxey (HORROR HOTEL, THE NIGHT STALKER) and based on the novel by legendary mystery writer Edgar Wallace. ",839,840,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_840_CircusOfFear_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/CircusofFear_tlr_840_SD_2ch.mp4","4.99 USD","Circus of Fear"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_841_Coherence_thumbnail.jpg Coherence ",new,"On the night of an astronomical anomaly, eight friends at a dinner party experience a troubling chain of reality bending events. Part cerebral sci-fi and part relationship drama, COHERENCE is a tightly focused, intimately shot film that quickly ratchets up with tension and mystery.",839,841,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_841_Coherence_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/Coherence_tlr_841_HD_2ch.mp4","4.99 USD",Coherence
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_842_SoftForTheDigging_thumbnail.jpg Soft for Digging ",new,"An old man witnesses a young girl��s murder in the woods but when he calls the police they can��t seem to locate her body. Haunted by what he saw, Virgil persists in trying to figure out what really happened. Is he going senile? Receiving messages from the afterlife? Or something else? J.T. Petty��s (THE BURROWERS) shot-on-16mm NYU senior thesis project premiered at Sundance, where critics praised its unique dialogue-free take on supernatural horror. Petty��s debut also shares a sensibility with classics like VAMPYR, THE CABINET OF DR. CALIGARI and the films of Guy Maddin.",839,842,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_842_SoftForTheDigging_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/SoftForDigging_tlr_842_SD_2ch.mp4","4.99 USD","Soft for Digging"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_843_DaughtersOfDarkness_thumbnail.jpg Daughters of Darkness ",new,"In this 1971 erotic Euro-horror classic, a pair of newlyweds become the targets of the vampire Countess Bathory and her female lover, who��ve been draining local vixens of their blood for centuries. But the Countess has bigger plans for the couple, and so she begins cleverly pitting them against each other until she can strike. Arthouse icon Delphine Seyrig��s Dietrich-meets-DeSade-ian embodiment of the Countess and director Harry K�_mel��s chilling fusion of surreal and expressionist horror elements helped turn DOD into a critical success and a still-treasured cult hit.",839,843,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_843_DaughtersOfDarkness_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/DaughtersOfDarkness_tlr_843_HD_2ch.mp4","4.99 USD","Daughters of Darkness"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_844_EscapeFromTheBronx_thumbnail.jpg Escape From the Bronx ",new,"In the sequel to 1990: BRONX WARRIORS, the rough and tumble Bronx gangs band together to fight back against the evil GC corporation, who, under the orders of President Clark, are trying to bulldoze the borough and create a gentrified paradise for the ultra-rich. Sound familiar? GC sends out death squads led by warden Wangler (Henry Silva, THIRST), but Toblerone, er, we mean, Dablone (Antonio Sabato, Sr.) enlists the Bronx Warriors and special operatives to kidnap Clark and use him to save their city. Looking for a lesson in civil disobedience? You won��t find it here!",839,844,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_844_EscapeFromTheBronx_thumbnail.jpg",,"4.99 USD","Escape From the Bronx"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_845_TheForbiddenPhotos_thumbnail.jpg Forbidden Photos of a Lady Above Suspicion ",new,"A psychotic pornographer blackmails a married woman into becoming his sex slave by threatening to reveal that her husband is a killer. Desperate to protect the man she loves, poor Minou is forced to endure kinky bondage games until threats of murder force her to go to the police. But when she brings the cops to the madman��s house, it��s empty, and soon, Minou��s sanity is called into question. Luciano Ercoli��s stellar giallo references classic Hollywood suspense thrillers, aided by a clever script from Ernesto Gastaldi (TORSO) and a superb score by Ennio Morricone.",839,845,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_845_TheForbiddenPhotos_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/ForbiddenPhotos_tlr_845_SD_2ch.mp4","4.99 USD","Forbidden Photos of a Lady Above Suspicion"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_846_GodToldMeToKill_thumbnail.jpg God Told Me To ",new,"A cop investigates a string of murders committed by strangers who claim ���God�� told them to kill. But are the killers actually talking about the heavenly father? Or is someone pulling their strings? If Det. Nicholas (Tony Lo Bianco) really wants to know, he��ll have to descend into a netherworld of deranged faith and confront his own connection to a homicidal messiah with a perverse plan for the soul of mankind. Utterly original and deeply unnerving, Larry Cohen��s critically acclaimed cult classic is regularly cited as one of the greatest horror movies of all time. ",839,846,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_846_GodToldMeToKill_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/GodToldMeTo_tlr_846_HD_2ch.mp4","4.99 USD","God Told Me To"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_847_Rabid_thumbnail.jpg Rabid ",new,"In David Cronenberg��s must-see cult favorite, a woman named Rose (porn star Marilyn Chambers) develops a thirst for blood after receiving experimental surgery. When Rose wakes up, she finds a stinger under her armpit which she uses to feed off victims, who later turn rabid and attack others. RABID is body horror as only Cronenberg can do, with sex and death inextricably linked thanks to Rose��s phallic parasite. Chambers gamely made the leap to ���respectable�� films, and die-hard disco fans may recognize her bizarro single ���Benihana�� playing over one particularly nasty attack. ",839,847,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_847_Rabid_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/Rabid_tlr_847_HD_2ch.mp4","4.99 USD",Rabid
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/859_FTWDFlight462_Masthead.jpg Fear the Walking Dead Flight 462: Parts 1-16 ",new,"In honor of THE WALKING DEAD's mid-season finale this Sunday, Shudder presents FEAR THE WALKING DEAD: FLIGHT 462. An original web series, FLIGHT 462 follows a nervous young man and ferocious young woman aboard a swarming flight as the walker apocalypse dawns. For more WALKING DEAD, head to amctv.com",839,859,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/859_FTWDFlight462_Masthead.jpg",,"4.99 USD","Fear the Walking Dead Flight 462: Parts 1-16"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_860_TheStylist_thumbnail.jpg The Stylist ",new,"When we first meet Claire (Najarra Townsend), she seems like a normal hairstylist, decompressing at the end of a stressful day while waiting for her last appointment. But when her client finally arrives, it��s clear there��s something much darker going on. As Claire��s intentions become clear, we realize her client isn��t the only one who wants to look perfect. Jill Gevargizian��s gory short uses horror to offer a powerful statement on the internal and external pressures women face over their appearance. Townsend deservedly won the Best Actress prize at Fantastic Fest 2016.",839,860,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_860_TheStylist_thumbnail.jpg",,"4.99 USD","The Stylist"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/859_FTWDFlight462_Masthead.jpg Fear the Walking Dead Flight 462 ",new,"In honor of THE WALKING DEAD's mid-season finale this Sunday, Shudder presents FEAR THE WALKING DEAD: FLIGHT 462. An original web series, FLIGHT 462 follows a nervous young man and ferocious young woman aboard a swarming flight as the walker apocalypse dawns. For more WALKING DEAD, head to amctv.com",839,861,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/859_FTWDFlight462_Masthead.jpg",,"4.99 USD","Fear the Walking Dead Flight 462"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/859_FTWDFlight462_Masthead.jpg Fear the Walking Dead Flight 462 ",new,"In honor of THE WALKING DEAD's mid-season finale, Shudder presents FEAR THE WALKING DEAD: FLIGHT 462. An original web series, FLIGHT 462 follows a nervous young man and ferocious young woman aboard a swarming flight as the walker apocalypse dawns. For more WALKING DEAD, head to amctv.com",839,862,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/859_FTWDFlight462_Masthead.jpg",,"4.99 USD","Fear the Walking Dead Flight 462"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_863_SadakoVsKayako_Thumbnail_shud20.jpg Sadako vs. Kayako ",new,"After viewing a legendary cursed videotape, Natsumi discovers she has only two days before she will be killed by the demonic entity known as Sadako. The only way to break the curse: pitting the demon Sadako against Kayako, an accursed spirit possessing a haunted house where everyone who enters disappears. SADAKO VS. KAYAKO brings the characters from RINGU and JU-ON: THE GRUDGE back to the big screen in a wildly fun, tongue-in-cheek thrill ride that finally answers the question: whose curse is stronger?",839,863,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_863_SadakoVsKayako_Thumbnail_shud20.jpg",,"4.99 USD","Sadako vs. Kayako"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/859_FTWDFlight462_Masthead.jpg Fear the Walking Dead Flight 462 ",new,"In honor of THE WALKING DEAD's mid-season finale, Shudder presents FEAR THE WALKING DEAD: FLIGHT 462. An original web series, FLIGHT 462 follows a nervous young man and ferocious young woman aboard a swarming flight as the walker apocalypse dawns. For more WALKING DEAD, head to amctv.com",839,864,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/859_FTWDFlight462_Masthead.jpg",,"4.99 USD","Fear the Walking Dead Flight 462"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_871_Cooties_thumbnails.jpg Cooties ",new,"Clint (Elijah Wood) has just started a new substitute teacher job and hopes to inspire his kids with the beauty of the written word. But he doesn��t get far before tainted chicken nuggets turn his students into savages who gleefully pull the principal��s guts out. Now Clint must lead his old crush and her colleagues to safety and find a way to reverse the effects of those nasty nuggets before it��s too late. Jack McBrayer (���30 Rock��), Jorge Garcia (���Lost��), Rainn Wilson (���The Office��) and Alison Pill (���The Newsroom��) round out the cast of this gruesome horror comedy. ",839,871,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_871_Cooties_thumbnails.jpg",,"4.99 USD",Cooties
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/872_DeepInTheWoods_masthead.jpg Deep in the Woods ",new,"A group of actors are hired to perform an adaptation of the classic fairy tale Little Red Riding Hood at the mansion of a mysterious millionaire, but after they arrive they realize an unknown killer is on the loose. Could one of their own be the big bad wolf in disguise? Or is there another kind of monster lurking in the woods surrounding the secluded home? And will the actors be smart enough to leave before the killer strikes again? Lionel Delplanque��s French ultra-stylish slasher earned the director comparisons to Dario Argento from horror critics and fans. ",839,872,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/872_DeepInTheWoods_masthead.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/DeepInTheWoods_tlr_872_SD_2ch.mp4","4.99 USD","Deep in the Woods"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/000_temporary_Masthead.jpg Homebodies ",new,"Six elderly people, living a peaceful, untroubled life in an old block of flats, hear they are threatened with eviction. Their whole world looks as if it is faling apart. Panic-stricken at first, they then set up a battle-plan to get rid of everyone who is responsible for shattering their peaceful life.",839,873,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/000_temporary_Masthead.jpg",,"4.99 USD",Homebodies
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_874_Malefique_Thumbnail.jpg Malefique ",new,"When a financial fraudster named Carrere arrives in prison, he��s put in a cell with a murderer, a crazy cannibal and a transgender criminal. But the foursome have more to contend with than just personality differences when they discover a serial killer��s diary that contains some very dark magic. Desperate to see his family again, Carrere tries to harness the book��s powers to escape from jail. But for every gain he makes, there will also be a deadly reckoning. �ric Valette��s ultra-creepy French horror fantasy is tailor-made for fans of H.P. Lovecraft and Clive Barker.",839,874,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_874_Malefique_Thumbnail.jpg",,"4.99 USD",Malefique
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_875_FrightNight_thumbnail.jpg Fright Night ",new,"When teenage horror freak Charley (William Ragsdale) realizes his neighbor (Chris Sarandon) is a vampire with designs on his girlfriend, he can only think of one man to turn to for help: Peter Vincent, a washed-up actor (Roddy McDowall) famous for playing vampire hunters who��s now a TV horror host. Peter dismisses Charley until he realizes his tales are true. But will what worked in movies work in real life? Tom Holland��s (CHILD��S PLAY) clever and scary pre-SCREAM meta-horror hit reinvigorated the then-pass� vampire subgenre in the middle of the slasher-crazy ���80s.",839,875,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_875_FrightNight_thumbnail.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/FrightNight_tlr_875_HD_2ch.mp4","4.99 USD","Fright Night"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/876_HellOfTheLivingDead_masthead.jpg Hell of the Living Dead ",new,"An accident at a chemical plant unleashes a horrific virus, and an elite SWAT team is sent to New Guinea to investigate in Bruno Mattei's gory shocker. When SWAT arrives on the hellish island, they discover a plague of flesh-eating zombies as well as a beautiful female reporter who practices nude anthropology. Can the commandos survive this cannibal rampage, uncover a shocking government secret, and still find time for the occasional cross-dressing before the ravenous hordes of the living dead infect the entire world? ",839,876,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/876_HellOfTheLivingDead_masthead.jpg","https://s3.amazonaws.com/amcxcoutput/A_C/shudder/HellOfTheLivingDead_tlr_876_HD_2ch.mp4","4.99 USD","Hell of the Living Dead"
"in stock","https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_877_TheHouseOfSevenCorpses_thumbnail.jpg House of Seven Corpses ",new,"Hollywood legends John Ireland (RED RIVER, SATAN'S CHEERLEADERS), John Carradine (THE GRAPES OF WRATH, VAMPIRE HOOKERS) and Howard Hughes' paramour Faith Domergue (CULT OF THE COBRA, THIS ISLAND EARTH) star in this much-loved '70s shocker about a film crew shooting an occult drama in a sinister manor ��� actually the former Utah Governor's Mansion ��� with its own grisly history of family bloodshed. From its notoriously gruesome opening, to the creepy zombie-attack climax, revisit the old-school favorite.",839,877,"https://s3.amazonaws.com/amcxcoutput/A_C/shudderkeyart/SH_877_TheHouseOfSevenCorpses_thumbnail.jpg",,"4.99 USD","House of Seven Corpses"
